,VAR,RMS,IEMG,MAV,LOG,WL,ACC,DASDV,ZC,WAMP,MYOP,FR,MNP,TP,MNF,MDF,PKF,WENT
0,615822.0725672495,784.7433254648798,1396081.4562144731,248.192258882573,5.824036093512775,195335.66907688434,34.726341169223886,169.190217772901,621.0,15.0,0.03395555555555556,inf,422954.73670447216,1731999646.8048134,2.207846529999062,1.0223388671875,0.579833984375,0.9542809931350692
1,15375.889279757992,124.00018821478223,490398.796448417,87.18200825749636,5.473385393298569,135329.7986651448,24.05863087380352,35.23554449898936,550.0,0.0,0.0,inf,10560.545825019035,43245435.15345295,2.8448715622230725,1.4495849609375,0.54931640625,0.9500892042491025
2,22081.81454901346,148.60144193426916,513040.5150384754,91.20720267350674,5.298945191598738,105700.85740704088,18.79126353902949,29.009553065995544,441.0,0.0,0.0021333333333333334,inf,15166.746329373102,62107826.21878285,2.2117438016779336,1.3275146484375,0.91552734375,0.8095706821436655
3,9933.727892585457,99.68054580943179,282132.4313301365,50.15687668091315,3.667717639968193,73795.33283571097,13.119170281904173,20.84562031870648,807.0,0.0,0.00017777777777777779,inf,6825.486471346149,27950367.10016248,2.3131219020314746,1.2054443359375,0.640869140625,0.8184020145225098
4,23837.21530341371,154.3938297060998,428074.9659663884,76.10221617180238,3.9450188759517975,115431.69492590317,20.52119020904945,39.07320802961469,942.0,0.0,0.0033777777777777777,inf,16371.990067920204,67043299.32813323,2.8048176113634256,1.5716552734375,0.640869140625,1.041500991676454
5,411473.28351634066,641.4619345889482,1476868.570314176,262.55441250029793,6.515220249485661,267266.38032453,47.51402316880534,126.19634174304744,485.0,33.0,0.04248888888888889,inf,282605.4274378974,1157269225.35819,2.31909201251829,1.2664794921875,0.7781982421875,0.6764150580312391
6,34645.77456887907,186.1830312109169,600497.4816646408,106.7551078514917,5.096690417596935,88638.25715138899,15.757912382469152,29.738147959668126,407.0,0.0,0.0008888888888888889,inf,23816.427619866914,97528271.10335502,2.0148671431027747,1.0833740234375,0.6256103515625,0.7880816926640426
7,27895.586404485824,167.01998134903647,458756.50955261174,81.5567128093532,4.446049842388468,74612.0502507333,13.264364489019254,30.216547078717564,395.0,0.0,0.0035555555555555557,inf,19159.158258883068,78456753.07012616,2.3216118203635214,1.4801025390625,0.579833984375,0.8636753268234589
8,2049.7259166155463,45.274481603290226,162370.85413201296,28.865929623468972,3.1790600723413687,32773.48429678117,5.826397208316653,9.818320416162111,438.0,0.0,0.0,inf,1407.8394974972805,5765102.742251364,2.3454676704879924,1.2054443359375,0.6103515625,0.7668211263477266
9,1370.205027671671,37.01678743296471,138295.92504876474,24.585942230891508,3.0564427371331315,28911.221834453994,5.139772770569599,8.037760351310112,433.0,0.0,0.0,inf,941.1181272629219,3853878.731141665,2.4864767313196956,1.3275146484375,0.8087158203125,0.9181678282243172
10,4767.607851153174,69.04850895848384,235776.4694342116,41.915816788304284,3.560988500234973,47802.07475605176,8.49814662329809,16.189788879174444,379.0,0.0,0.0,inf,3274.5587348829877,13409318.019345835,3.0735421633392526,1.9378662109375,0.5950927734375,1.2947782571184479
11,4182.884280285123,64.67548951519414,221987.1997075762,39.46439105912466,3.59738184739915,57147.81546060919,10.159611637441634,16.447299788739507,641.0,0.0,0.0,inf,2872.9002354969166,11764526.464359874,3.1887635141876314,2.0294189453125,0.701904296875,1.1796796395774751
12,9465.238585809384,97.28991999308924,277011.3598449266,49.2464639724314,3.4473396491459933,83883.24242541919,14.912576431185633,29.236032832782303,742.0,0.0,0.0,inf,6500.954853001847,26621410.123042565,3.5154852770467904,1.7852783203125,1.6937255859375,1.2561497438368119
13,7593.40860854416,87.1402983584007,231464.25589889212,41.149201048691936,3.1567923849510766,74749.64529499278,13.288825830220938,28.224708324722336,714.0,0.0,0.0,inf,5215.2796537343265,21356570.182042066,3.9052365193666345,2.01416015625,1.03759765625,1.498928609673795
14,559.0676974969465,23.644616451774024,82624.19312359221,14.68874544419417,2.4317484409463024,31717.66643649079,5.63869625537614,8.677696322376436,774.0,0.0,0.0,inf,383.9752485818415,1572378.6429426412,4.316494745700694,1.9989013671875,1.3275146484375,1.3204171190269112
15,496.47771281389436,22.281861100256986,79175.18439555285,14.075588336987172,2.416424148540353,30956.477733010972,5.503373819201951,8.503928272947757,802.0,0.0,0.0,inf,340.99153957227526,1396360.354548467,4.414009960119193,1.9073486328125,0.701904296875,1.3351666410549217
16,1852.0611555763846,43.035580954816986,153548.50429154534,27.297511874052503,3.1341992726656445,43136.65970756357,7.668739503566857,11.952088873590355,608.0,0.0,0.0,inf,1272.0200731450361,5208922.199528923,3.229533911777394,2.0751953125,0.5950927734375,1.1807124192341094
17,4619.937178635733,67.97012241280909,233565.26597603038,41.52271395129429,3.6053863045055676,52668.016625806864,9.363202955698998,14.542211767043476,520.0,0.0,0.0,inf,3173.0341872835065,12993574.99692596,2.223260331705697,1.068115234375,0.762939453125,0.8437587703340638
18,6354.665779997509,79.71618004808036,289406.17164483614,51.44998607019309,4.012328733118993,67347.18209455509,11.972832372365348,17.452635065366096,541.0,0.0,0.0,inf,4364.471853645086,17872512.24067663,2.4860958582494517,1.312255859375,0.5950927734375,0.9021617100555899
19,21318.549084067574,146.00888007070535,531122.5551948047,94.42178759018749,5.3553204693570065,118946.48544106798,21.146041856189864,34.93426918304683,474.0,0.0,0.0026666666666666666,inf,14641.911575328542,59958627.900970384,2.840175394405845,1.953125,0.5645751953125,1.0860041211817846
20,74341.18263493267,272.655797336188,887603.7521125178,157.79622259778094,6.306927626875301,166115.96261289634,29.531726686737127,54.726471810620595,362.0,0.0,0.015822222222222224,inf,51058.50548839882,209084579.97499317,2.4343857109710734,1.220703125,1.129150390625,0.9984403480496279
21,45842.73729709885,214.10918451132946,605059.7250214517,107.56617333714698,5.257096193633851,173293.28701303178,30.807695468983425,52.33838089648379,722.0,0.0,0.009066666666666667,inf,31485.4026167968,128932723.7157829,2.710497659690851,1.2054443359375,0.67138671875,1.141900079193923
22,7840.583390468065,88.5475266657016,302812.7173293192,53.83337196965675,4.014583012534641,87266.33931247969,15.514015877774167,25.559102214346755,717.0,0.0,0.00017777777777777779,inf,5385.109941729159,22052025.211380906,2.736451294079365,1.2969970703125,0.579833984375,1.0336207367816885
23,70162.1013070079,264.88130935468905,878887.3220864926,156.24663503759868,6.240149351889828,171621.80025552167,30.510542267648297,60.25622446891774,403.0,3.0,0.012088888888888889,inf,48188.26400578196,197330941.10367712,2.7409402741393873,1.5411376953125,0.946044921875,1.1096777625573881
24,70170.64153980177,264.89749562878484,886758.6314027822,157.64597891605015,6.255061783015426,164547.2309358662,29.2528410552651,61.27215618589696,394.0,5.0,0.014222222222222223,inf,48194.16997084935,197355126.0306281,2.638768088883905,1.15966796875,0.6256103515625,1.0552543717229739
25,52580.656906135875,229.31834731729887,710729.4565918073,126.35190339409908,5.358766152230639,163576.1696830595,29.080207943655022,63.311050557734596,470.0,5.0,0.011022222222222221,inf,36120.32280440481,147912721.8840377,3.3058912374707776,1.3427734375,0.67138671875,1.250068725168808
26,145979.30749380132,382.07256234554205,1166596.4574830593,207.39492577476608,6.741516607444896,341990.34064995113,60.79828278221353,120.9276266322901,689.0,23.0,0.02666666666666667,inf,100260.66709402614,410567431.750037,3.9008322458673064,1.678466796875,0.946044921875,1.390080781461484
27,100369.2653163485,316.81292944457425,843848.9121905752,150.01758438943557,5.626006756412424,224531.84821765457,39.91677301647192,100.47593497350567,576.0,17.0,0.0192,inf,68936.27322113999,282294038.84056824,3.7725603659544245,1.52587890625,1.1138916015625,1.306343400008219
28,10459.479709389669,102.27160202134746,333703.6421608066,59.32509193969894,4.193341217072799,75093.78769420375,13.350006701191779,20.91382428327602,589.0,0.0,0.0,inf,7183.709482926945,29417290.33258584,2.364125437778195,1.4190673828125,1.251220703125,0.897659889689198
29,27801.993685550595,166.74093658255228,612090.2620561875,108.81604658776666,5.6769546544423735,130008.27507780587,23.112582236054376,37.72868180332556,440.0,0.0,0.0,inf,19095.408635216038,78195698.36120968,2.512786237518112,1.617431640625,0.762939453125,1.0019515425178331
30,116761.62466807778,341.7116722142232,1323533.4577831482,235.29483693922634,8.322413757134468,277950.50042050314,49.41342229697834,78.41051629936015,395.0,4.0,0.02471111111111111,inf,80199.49167921008,328416918.4263653,2.7660270263634565,1.3275146484375,1.28173828125,1.066450740068903
31,63232.22160166842,251.4609707798486,901852.5679653571,160.3293454160635,6.755726743503325,209985.0718298878,37.3306794364245,67.60769997559477,399.0,3.0,0.01048888888888889,inf,43429.1808360407,177842495.52358666,3.4403465386629133,1.9073486328125,1.1444091796875,1.2647724770948439
32,6594.306546081306,81.21089791715113,282057.90844640683,50.1436281682501,4.026769422359565,90557.47721033369,16.099107059614877,27.29001592177016,632.0,0.0,0.0,inf,4530.102892264028,18550771.343821194,4.56183307387413,3.0517578125,0.54931640625,1.6651641692014199
33,9999.346674096048,99.99849188924536,230048.7145758636,40.8975492579313,3.231458211792974,71772.11166734753,12.759486518639562,25.955194823374526,764.0,0.0,0.0012444444444444445,inf,6868.090023008939,28124828.644221608,3.5103268264936323,2.4261474609375,2.410888671875,1.267501352198552
34,20810.291258618425,144.25821146780578,460458.1030567417,81.85921832119853,4.657956580618419,101651.20735723924,18.07132575239809,32.48604480550303,490.0,0.0,0.0032,inf,14292.944916481174,58529609.43299041,2.6305485163864373,1.6021728515625,0.6866455078125,0.9262250496551852
35,52107.13915863286,228.2698883239939,909992.6756133377,161.77647566459336,6.916660173559165,154664.87965077505,27.49597860458223,44.21024240259184,307.0,0.0,0.004088888888888889,inf,35787.87340322018,146551341.58618665,2.1619206349933675,1.0223388671875,0.5645751953125,0.7858386091656789
36,51139.54958422864,226.14418855296384,849780.3588690102,151.07206379893515,6.403096944733787,152720.15412791612,27.150249622740642,44.806050961562505,418.0,0.0,0.0033777777777777777,inf,35125.221607381565,143837782.4822275,2.3953594977045505,1.495361328125,0.9765625,0.9314847314560863
37,50360.71578519902,224.41458500554342,795585.0614701988,141.43734426136868,6.020694865057276,150624.48871772582,26.777686883151258,47.362183251424995,370.0,0.0,0.007466666666666667,inf,34589.78178684898,141645156.41714656,2.695049964661968,1.861572265625,1.8463134765625,0.9010034411361109
38,95775.59228165878,309.47784962291087,906383.0137264095,161.13475799580613,5.523527160718854,212145.75160019402,37.71480028447894,95.16754544994029,449.0,15.0,0.0192,inf,65781.03588133916,269373341.9340839,4.000733485451852,2.105712890625,0.7781982421875,1.475135186990756
39,89625.58723590794,299.37551521078746,1058878.4543362982,188.24505854867522,7.097264535268975,224467.84564605955,39.9053947815217,80.48440469362572,346.0,7.0,0.01368888888888889,inf,61556.16464070236,252072494.20367616,3.2987033051910504,1.5716552734375,1.068115234375,1.347493944234807
40,34724.00118388105,186.3437764452615,705089.2632984717,125.34920236417274,6.204771625785011,157188.62164265,27.94464384758222,46.98983506521697,375.0,0.0,0.0017777777777777779,inf,23848.90399984749,97661261.87937547,3.1645730064737037,1.7547607421875,0.54931640625,1.2190399114532282
41,13437.466863207152,115.92193243991152,406304.70428809256,72.23194742899423,4.7414519434212465,112113.17217472932,19.931230608840767,35.54000433039858,548.0,0.0,0.0007111111111111111,inf,9229.524461099345,37794902.66820182,3.507877701126639,1.8310546875,0.54931640625,1.3688018623042313
42,24353.36494760286,156.0558065460517,485620.49835161585,86.33253304028726,4.753537498859723,114422.51445232981,20.341780347080856,38.11917381430901,573.0,0.0,0.0014222222222222223,inf,16726.269767863752,68494074.69940206,2.683529661019105,1.5716552734375,0.6103515625,0.9397497549508441
43,27760.81134559817,166.6157973241232,514276.16324898857,91.42687346648685,4.833328667145405,126786.15462011969,22.539760821354612,44.73705780263627,613.0,0.0,0.0037333333333333333,inf,19066.50491536698,78077337.62842777,3.2510203901058716,1.8463134765625,0.5950927734375,1.203258446958051
