EAR_mean,EAR_std,blinking_rate,blink_duration,MAR_mean,MAR_std,PUC_mean,PUC_std,MOE_mean,MOE_std,vtilt_mean,vtilt_std,htilt_mean,htilt_std
0.2723855068668629,0.0372458273902549,2.0,3.15,0.2583479506241649,0.0070775744966063,0.6200963417454497,0.0379708146024871,1.00537374292032,0.4235721603866494,-0.0437985434952295,0.0038690007500301,-0.018913069187353,0.0026752597943121
0.2740872661300765,0.0208230574666732,0.0,0.0,0.2499216929882338,0.0111706634076478,0.6269210784512511,0.018663168463451,0.9184499040914864,0.0945802640918682,-0.0446398400018612,0.0021260404962612,-0.01786490685203,0.0005640657672878
0.2843065655905558,0.023474401340267,0.0,0.0,0.232583275009763,0.0047551310066844,0.6490400590383345,0.0228031742818768,0.8266554621175488,0.1052247272065105,-0.0490764305088668,0.0032733573829696,-0.0169587877765297,0.0013012922201622
0.2873411996628031,0.0125773546206995,0.0,0.0,0.2342036796608732,0.0114652975945481,0.643484464895839,0.0361254462296426,0.8180523921801387,0.071851436224057,-0.0458326040166947,0.0067109805166116,-0.018342999042943,0.0032780051794922
0.2895727399024767,0.0126254215783857,0.0,0.0,0.2392609970569732,0.0063312339767686,0.6438266469192834,0.0306014848170407,0.8284933660265448,0.0539929917081335,-0.0447904313645428,0.0047404703578864,-0.0172645758444235,0.0030323682733058
0.2957274523697743,0.015076706222123,0.0,0.0,0.2117853577039136,0.050430588306292,0.6665705756732652,0.0390588180145093,0.7225339217906268,0.1858400185848883,-0.0497278180004407,0.0075933380615236,-0.0169277594569656,0.0035820973640284
0.3003142692393496,0.0095583455418566,0.0,0.0,0.2173962075337995,0.0424365555694196,0.6841513863787699,0.0245460980177094,0.726881606467618,0.1493614721924412,-0.0527714217164449,0.0047732582031755,-0.0163262619181639,0.0016098798792145
0.290104051792098,0.0100694107655536,0.0,0.0,0.226249416502502,0.010046585468062,0.6692299711178867,0.0219466839695406,0.7809322593372862,0.0455788601125577,-0.053232705572413,0.0047537842866157,-0.0174970087885028,0.0015186552864393
0.293344451963361,0.0062315166774715,0.0,0.0,0.2272703182413389,0.010892980713365,0.6740694392284757,0.0168695452021528,0.774933425472185,0.0371142422365798,-0.0539090154920186,0.0036570996741834,-0.0191553298570215,0.001429598482188
0.2998270049915291,0.0056445509480893,0.0,0.0,0.2312265656593569,0.004281648786183,0.6900991539509357,0.0095825589802606,0.7715576082941354,0.0233581150196412,-0.0537177901808171,0.0012961393688285,-0.0182868256916601,0.0028221926389474
0.3005130826237294,0.01139443902838,0.0,0.0,0.2293058138054678,0.0062067717522273,0.6800957816393594,0.0292719398799301,0.7647829662677431,0.0475820047920433,-0.0516081670857965,0.0042052542862559,-0.0186399007278183,0.0029215484462855
0.2906598055352212,0.0228217820434609,0.0,0.0,0.2280598168236888,0.0117638573260193,0.6622566278273794,0.0255664046306404,0.7934533215111342,0.117647853387038,-0.0495464353708342,0.0030287849735473,-0.017616946707583,0.001568332269605
0.2739832872916704,0.0549649810547912,2.0,4.166666666666667,0.2192061802912341,0.0096964436549554,0.662313235811222,0.0445323249874559,0.8589370588111338,0.2956333048391387,-0.0507424893726904,0.0014467767598675,-0.0173199645181496,0.0013024180056095
0.2923940304358891,0.0051449704156945,0.0,0.0,0.2224925276192102,0.0037721034273652,0.6666560650324104,0.0116245281616859,0.7613205282086769,0.0240593797522716,-0.0484681313215857,0.0011815495188384,-0.0187890827676487,0.0012970646445367
0.2917761422616006,0.0044115036247486,0.0,0.0,0.2223354696848724,0.0044601592035745,0.6627336251000763,0.0115144047901979,0.7623677053208271,0.0254975600867895,-0.0480547427820662,0.0010750485533742,-0.0202178297046985,0.0011952258111078
0.2969573897907125,0.0036732895125201,0.0,0.0,0.2182252571316074,0.0037048200489311,0.6799327456910701,0.0101724319324619,0.7350326457165554,0.0177679600711294,-0.049723478341475,0.0011750319604773,-0.0202927103907697,0.0012760731965105
0.2957223535012982,0.0048691891175227,0.0,0.0,0.2173319289817295,0.0028729386256862,0.6862648070561754,0.006436167554646,0.7350941506054061,0.0143118273799878,-0.0511434055388801,0.0011790048822954,-0.0184187458766002,0.0012136347341252
0.2934071516304498,0.0185742174491582,4.0,0.3083333333333333,0.2172348449887202,0.0042366508085771,0.6834145095372239,0.0190474850968522,0.745975427856653,0.0908525110285824,-0.0514992570173408,0.0015003608773337,-0.0178735664942197,0.0016238610269608
0.2898358908221122,0.0152782414213602,4.0,1.9083333333333332,0.2183790987798103,0.0050742708611799,0.6714692744615481,0.0199658173542265,0.757806081959013,0.0872676940461514,-0.0498163861160476,0.0021288523303389,-0.0167319843131634,0.0028469565377065
