,EAR_mean,EAR_std,blinking_rate,blink_duration,MAR_mean,MAR_std,PUC_mean,PUC_std,MOE_mean,MOE_std,vtilt_mean,vtilt_std,htilt_mean,htilt_std
0,0.2856807644468949,0.060438061735822564,12.0,3.737037037037037,0.3425903446520386,0.05907800219053464,0.5766486920160298,0.032916602453557785,1.2818530282546226,0.47972686768039213,-0.047486462522367046,0.016271256343798394,0.013121403476775224,0.017868931016990303
1,0.3079951255124601,0.03968186593307138,10.666666666666666,1.4979166666666668,0.3616332876994789,0.052510919518763056,0.5914092039954962,0.02482678495326572,1.21103822156023,0.3936485473374696,-0.032382284947153554,0.004096224361116763,0.02475080330200765,0.007273585619042824
2,0.2634800465095669,0.05989478470456915,25.333333333333332,0.643859649122807,0.3035774481891738,0.05835331566363877,0.5523261795660749,0.04670411227266901,1.2608075552932685,0.6061393764246731,-0.04090355961687031,0.011615589202648952,0.013238939254510152,0.013558514380596734
3,0.2261488084605364,0.052395721446546875,32.0,1.1458333333333333,0.2942122319710381,0.04413591127902493,0.5123859072968958,0.037190349237713305,1.4657986184018539,0.8109684783241785,-0.045912452322534346,0.0080490008008301,0.01092238595161349,0.012033534126973458
4,0.22382219406961837,0.047753444287595204,25.333333333333332,8.902631578947368,0.3147239497411958,0.04684630208001677,0.5058906032817254,0.02719873218473918,1.5627513276573133,0.8225493229560015,-0.036391225359575015,0.007602871030092735,0.013321659289024452,0.007899442601534466
5,0.23643487719310247,0.04273371727020004,20.0,2.366666666666666,0.29764041494302934,0.02421574451193287,0.5101562866901865,0.025267714107235762,1.3525515476660557,0.5742991293628789,-0.033113092020740344,0.007025356570758667,0.016018712684788043,0.011394425145238177
6,0.23548962635060056,0.042157806458332885,24.0,3.9157407407407407,0.28904683820851335,0.025848125820609736,0.5151413965561069,0.0244009670694438,1.3218991228054775,0.5630465894157005,-0.03715560555458065,0.0037787447170611597,0.01956925924315492,0.004938843068282455
7,0.23023400870706665,0.045274040274418136,25.333333333333332,3.7543859649122813,0.3005871295821656,0.02267799557620863,0.5237242543156904,0.03391628865557557,1.4211249640404735,0.622632133178189,-0.04423807875477463,0.012180702083865852,0.013237641162618396,0.005504247582099773
8,0.23687943209990425,0.03889495061197717,22.666666666666668,0.45294117647058824,0.29022906377545976,0.019114935744549047,0.5280634679811734,0.026271750691544013,1.304101948036007,0.5089271071257744,-0.04827866452642609,0.006787764323137274,0.010017987060602017,0.0024334247164046288
9,0.2390509688566337,0.0357237380593615,20.0,0.44111111111111106,0.2920062901511674,0.016692159948171047,0.5189348953716907,0.02040267543649099,1.2876319165461523,0.4698111244184982,-0.03940351221365505,0.004279333897179738,0.017786419990437955,0.005229888921618278
10,0.23231482468520678,0.03303588767138017,17.333333333333332,0.48846153846153845,0.2860925299033074,0.023650417065018522,0.510921779318266,0.01998490192473844,1.2923598321873235,0.4658849890584437,-0.03675777928179333,0.003448619281853406,0.014353282381262997,0.005925878444694419
11,0.22909083323525364,0.037006145610200936,20.0,0.5055555555555555,0.27951501859681316,0.03002859597667734,0.5055416211027195,0.024839744981294553,1.3022482346497153,0.5776587226704499,-0.040519686254017286,0.00464240297774887,0.013887754210995256,0.008279121623867148
12,0.23894632428918322,0.04810710677082219,24.0,4.717592592592592,0.296595924739789,0.027666019708094135,0.5316237218142456,0.038076503952211925,1.3611663509233738,0.6766561722428354,-0.04594249768044657,0.005507638013908671,0.023602442826937704,0.01192927481808878
13,0.23299143574507913,0.0421106160130587,20.0,1.5388888888888888,0.2785962936166188,0.01606273394811085,0.5167274059304287,0.034093787070335224,1.2836865909747905,0.5397415844301372,-0.04274597991154421,0.005432660317521577,0.016814784978826804,0.0130123951332347
14,0.2517828518073533,0.053756892316447154,21.333333333333332,0.325,0.28059201784018517,0.024518027882357695,0.5376934111948843,0.05151535663727084,1.2076129947675,0.5452368412003844,-0.04661042889407659,0.008296369206778854,0.016799178009645765,0.010085893345602372
15,0.26442573643710904,0.04309866140971361,17.333333333333332,0.5692307692307692,0.2822875725722509,0.019555324967967976,0.5470292537473854,0.03644448867740647,1.1319394304513961,0.44953332740452406,-0.047227208914787086,0.004467818725771188,0.015079113774829402,0.009014736680013727
16,0.25369830136749255,0.03558478993216237,14.666666666666666,0.5454545454545454,0.2883984917583803,0.020635882249961202,0.53782667370303,0.02601291568976739,1.1896455664462737,0.40753301352127186,-0.04321378018293111,0.00440971444301562,0.013361746220401004,0.01107509657461998
17,0.24237917132121933,0.03981252971863441,12.0,0.6314814814814815,0.2668276613987814,0.02100755632620695,0.5291985082874521,0.026290389974099635,1.1769229809875916,0.4933794861486453,-0.04210730944484192,0.004023404042359482,0.012149293156409668,0.009227803474777294
18,0.2413286763609465,0.036717582534563434,18.666666666666668,0.6357142857142856,0.262262803527797,0.015368308856649816,0.5298052066882146,0.022206101272293693,1.1560926334746373,0.48604971167097577,-0.04727365477183071,0.005077370855285783,0.014909794202281322,0.006220076698880597
19,0.24617609941084723,0.0355220607904997,16.0,0.6083333333333333,0.2709976061049683,0.00969100993215515,0.5327765474038731,0.025411313022092843,1.1566223696471558,0.41582092071607946,-0.04434283516007575,0.0074095339383149295,0.013611384259053913,0.0078706559364383
20,0.2500444831910385,0.037992626517324435,18.666666666666668,0.6345238095238095,0.26963328789191626,0.01909353418019385,0.5445326450534425,0.025446862250874443,1.1391052376889739,0.4299064396457879,-0.05405485308384174,0.007454036901693942,0.022350796267942098,0.006633477199006501
21,0.23639067881878537,0.042472820903264305,22.666666666666668,1.16078431372549,0.2631254186549315,0.014889282021025305,0.5387283059645142,0.026763529623778596,1.196398427179333,0.4831627432503198,-0.06145163625547727,0.0035030706024086773,0.019182473169984598,0.01130579036366454
22,0.24073895975567047,0.03578683939274434,14.666666666666666,0.5333333333333333,0.2684826571141857,0.015511087682666238,0.5396007596097107,0.024829210367302183,1.1711857136097217,0.3997027126983891,-0.05915810241674379,0.009072432365770216,0.012665391867911333,0.009448725565854797
23,0.25090510150685963,0.02983886989324423,13.333333333333334,1.6900000000000002,0.26475581195821635,0.017343450985023358,0.5392484660332548,0.026375322368968248,1.091441710138176,0.32849297676495587,-0.052254063218694,0.009136497971855324,0.013205138265534641,0.009201884460376585
24,0.23726079042550652,0.03639408111461714,20.0,0.5122222222222222,0.2713830482525103,0.02452449634104774,0.5271131499007485,0.02322266669465852,1.2122488697458231,0.48078029736410105,-0.0507386597294222,0.009462724786529281,0.012511925451733403,0.006267525655151812
25,-20.50665098015681,142.5492043041128,23.146747352496217,0.29999999999999993,-20.470605944048724,142.55444640889732,-20.22378950715155,142.5903673373112,-19.534697884004483,142.69148392717509,-20.784869103391,142.50870853733275,-20.725116281723853,142.51740469218444
26,0.24655960081568698,0.03506863990571363,16.0,2.35,0.26253549062854936,0.012227065812733903,0.5302141410592071,0.01979329954869674,1.1165299546286163,0.38361690510766794,-0.04500055405759697,0.0031246427164218996,0.01012033228107068,0.0042045657985917174
27,0.25111243513789,0.031053688180162686,14.666666666666666,1.2424242424242424,0.27591146267572264,0.018605931589133328,0.538842704744261,0.021260515314069816,1.1384317296035176,0.34932188022750077,-0.05098643842946596,0.009011070604062369,0.010711476580688207,0.006575337888105061
28,0.25924872715601766,0.030789118791988614,13.333333333333334,0.4366666666666667,0.2792299099655464,0.01816613350648171,0.5415278346453001,0.02315375035505772,1.110712249977577,0.30668017661810504,-0.0480922759417444,0.01068036975055034,0.013945371883886785,0.0066107123120757475
29,0.25921758575637915,0.02877973538795855,13.333333333333334,0.335,0.26305719525460003,0.02520172667058824,0.5400184939540337,0.02412991564344054,1.0393003636084877,0.267171691940873,-0.040423976547188184,0.003130756774395788,0.014987563585077744,0.00887854136143658
30,0.2555186047364347,0.03694806082772324,20.0,0.2533333333333333,0.2763581336681178,0.03465856572247385,0.5447069990404898,0.03371828161072532,1.1165074954097607,0.322319186649128,-0.04218227279510483,0.0056644985186585515,0.02116018562085859,0.014486836675422051
31,0.24446635572397513,0.03919379342659743,17.333333333333332,1.0294871794871794,0.284119548483664,0.016385281543424255,0.5317765367763997,0.02269404423914685,1.235472544447103,0.48115824192337253,-0.046127889296729764,0.008272759831952956,0.011364752799272498,0.009186058928237907
32,0.2420732139178554,0.04309677397303414,22.666666666666668,0.6068627450980393,0.28346842045452614,0.015164670604925077,0.5362872430456971,0.028621967304168012,1.261220911571944,0.5359294330193637,-0.052595084488598794,0.012075751341301181,0.011255030952118012,0.0058906280394053585
33,0.23361357977276653,0.03448633970381904,18.666666666666668,0.4333333333333334,0.27428681496800844,0.014972259865516624,0.5236526799372544,0.020119606085406114,1.2336694729818989,0.425967792803095,-0.048066312305594716,0.007511759733033679,0.011471202599781486,0.007136254817779281
34,0.23394340622416357,0.04320880560512072,21.333333333333332,0.4135416666666667,0.3008753955855511,0.055506946386140586,0.5189630887898372,0.02947608954332128,1.3831690475225193,0.6333631373499614,-0.0527634013752901,0.009687986621958654,0.011060652508226793,0.00998063149663153
35,0.24027620754126192,0.037568919235700084,14.666666666666666,0.393939393939394,0.28143391969231046,0.015573546670618669,0.5224931654113149,0.025903231399552026,1.236214860332886,0.4472765989267803,-0.052049830518317956,0.008197046473037251,0.012546401108028675,0.009952479187564608
36,0.25208663852829316,0.033544875009347386,12.0,0.8351851851851851,0.2684959473652665,0.021795482803555814,0.537660390796111,0.03416051984307856,1.104755073342592,0.35065939839806065,-0.05333399455683922,0.009275575662971281,0.017956153479991098,0.011817058045086953
37,0.25606113243981277,0.029955986848126268,13.333333333333334,0.42666666666666664,0.26015247719050605,0.019541587470200135,0.55918700119446,0.03387643459149106,1.0453227750294105,0.27819314937594064,-0.0740026181964714,0.02445099769667882,0.022438539014094358,0.00668237633997285
38,0.2548112053055516,0.03397635860801286,16.0,2.033333333333333,0.277826537538444,0.024205849921606813,0.5532249390600457,0.028619324260570782,1.13218898404711,0.3398332367012566,-0.06643952350511591,0.020537064442809148,0.01823022474431325,0.009162237606965348
39,0.23488129524474094,0.03490333981080521,14.666666666666666,0.5060606060606061,0.28809977384553265,0.021467336204861975,0.520310921664045,0.02621885047806491,1.283217587097347,0.4265678611667191,-0.045299694193182125,0.005170268686748628,0.0008629760601454396,0.016786601376633205
40,0.25191676352134174,0.033728721256334956,13.333333333333334,3.6733333333333333,0.2922203271346777,0.02761239825422633,0.5379375842303651,0.026196705845334532,1.193806746520364,0.3089008078203212,-0.04710881408269479,0.00471415279246566,0.006671824833309193,0.011955008767764645
41,0.25052930525206735,0.03455673131724555,18.666666666666668,0.369047619047619,0.31872162099522244,0.026533891061094366,0.5342457812509974,0.023801196122927207,1.3257346995052564,0.4274954809012981,-0.0442368749885052,0.010029884753907089,0.0107355234040706,0.010772871806879712
42,0.23593467649103997,0.039255293428030844,24.0,0.4842592592592593,0.31117488095666296,0.026248834723023792,0.5204560080429265,0.025628086350294278,1.3976543210100616,0.5102743727748461,-0.03526277635604111,0.012546118645070319,0.0020225175877136158,0.010213247891592921
43,0.23595056890454014,0.04345838561617732,26.666666666666668,0.45,0.2981079557533023,0.022589293108656636,0.5357741783186352,0.033968743740653805,1.3611682022651805,0.5674828413220059,-0.04660747959416493,0.013640969044957783,0.010610210158758664,0.01369868586812025
44,0.24740610582173841,0.038550028276613565,22.666666666666668,0.8294117647058823,0.2923326804408554,0.016856466105957594,0.5534763292596901,0.034351724676920374,1.2387773895617833,0.3855508839392795,-0.05687047012598698,0.010381002675021404,0.02134692831447826,0.009801978396961435
45,0.2408755844749345,0.037273274113029824,21.333333333333332,0.6291666666666667,0.2955993914471021,0.017121499832210032,0.5349201279343608,0.02891244961482346,1.2865018857296284,0.40132553112518177,-0.04564418287430368,0.010039677589100147,0.015558410956075856,0.009895491475088343
46,0.24028250245502017,0.03319847997051283,18.666666666666668,0.4142857142857142,0.2743053814082533,0.013307734947554852,0.5330779345593425,0.021474592925493526,1.1879214377766802,0.35020831126864865,-0.04726138716494591,0.007871598408168638,0.01213133928124547,0.007860537136238663
47,0.23031711433209623,0.04126337206589011,22.666666666666668,0.8980392156862745,0.2758486585204083,0.013832523697375856,0.5278160434930326,0.02421897503744123,1.2730385048275552,0.45174507912523204,-0.04983245123798644,0.0068962728048118874,0.012254253500313624,0.006738181413353117
48,0.2512554554533271,0.04503179584029302,18.666666666666668,2.7392857142857148,0.2867539268836379,0.01691380899649611,0.5397217062457422,0.03236781236384645,1.2118620255988966,0.4441427788012123,-0.046689592392218295,0.010659391629025131,0.020461295964541215,0.013140805419604384
49,0.24415321967514028,0.029876446153986293,12.0,0.5462962962962963,0.27454874269408086,0.010882853723638897,0.5276958523250416,0.020360820049168126,1.161519957991803,0.32563873651864506,-0.03706759293943088,0.0065208164088688,0.011971440622927924,0.008553135509466696
50,0.24030717750148967,0.031063112430578983,12.0,0.5444444444444444,0.2903132835319361,0.026752428592542874,0.5230337681252049,0.02006553175682726,1.255585341707472,0.4058000466814203,-0.04193143511604928,0.005408429386110624,0.0032695650557676673,0.011122805244264598
51,-7.171684952667325,85.76731169773478,18.805970149253735,0.38333333333333336,-7.1322589388094695,85.77071641455777,-6.883869690518922,85.79217140842248,-6.1879342226722445,85.85346390754448,-7.453865645713759,85.7429272390599,-7.394493401918235,85.7480566518105
52,-7.1771887316370915,85.7668345954325,16.11940298507463,2.1402777777777775,-7.169915214917239,85.76745706176611,-6.890830009788733,85.7915679118959,-6.33862160208844,85.83989249523576,-7.453280779563097,85.7429776691263,-7.396546989644843,85.74787862879246
53,0.23811912931612816,0.030668199208504353,12.0,6.924074074074074,0.23924950373061055,0.012565990083784825,0.5199944585191093,0.019625414677557487,1.038293891957724,0.2797266037724065,-0.04523934584352425,0.007153469299034364,0.0025124213347832353,0.010344679380734781
54,0.24789577854026906,0.03392474492696268,13.333333333333334,0.5250000000000001,0.24104863493758927,0.02161825252838612,0.5447263413138227,0.04106175406316362,1.0069974684960066,0.27670454414811635,-0.057398687998410615,0.024551209978520963,0.016623819125471256,0.010779165763042471
55,0.25903661432018893,0.03256692330529476,17.333333333333332,0.45256410256410246,0.2222926991174091,0.02484793384590933,0.5761976304866706,0.0371590032060334,0.8846841028137792,0.24167413645122254,-0.083880987462579,0.024881401743444293,0.016179983073638514,0.013648846859554524
56,0.25502941929471146,0.02398799094231138,13.333333333333334,0.35333333333333333,0.2213277509786197,0.012355482876493315,0.5738663681033309,0.018998427885727497,0.8806782463374095,0.1494740851613456,-0.08905886944107431,0.0054969673234745095,0.010993971588710915,0.010963794389615741
57,0.25620059055309136,0.021354409064133453,8.0,0.4083333333333334,0.24390225492683776,0.02378519181499356,0.5649869546302344,0.0245179031223036,0.965859034754224,0.19905978739883257,-0.0808497349110742,0.014823211819834828,0.015401527068957086,0.0060697552643559334
