mean_nni,cvnni,cvsd,max_hr,mean_hr,median_nni,min_hr,nni_20,nni_50,pnni_20,pnni_50,range_nni,rmssd,fuzzy,sdnn,sdsd,std_hr,lf,hf,lf_hf_ratio,lfnu,total_power,vlf,csi,cvi
835.7333333333333,0.0962606907013234,0.1371995495799144,92.5925925925926,72.4809672162051,848.0,63.559322033898304,13.0,8.0,92.85714285714286,57.142857142857146,296.0,114.6622369022538,80.44826790878601,114.45701447821055,7.445644588150278,1759.0375814646566,617.0026712932843,2.8509399769332937,74.0323140326806,25.967685967319404,2738.2526160271364,362.2123632691955,0.9137551575064978,5.013389338599489
871.04,0.0764903115858082,0.079782105256784,81.52173913043478,69.2902267993893,888.0,63.02521008403362,16.0,10.0,66.66666666666667,41.66666666666666,216.0,69.49340496286919,66.62612100370244,69.13995468130807,5.443155740716383,1863.8087319649385,905.8651002417369,2.057490382914153,67.29343759875114,32.70656240124886,2879.469509262809,109.79567705613346,1.5998910429395787,4.805121980763441
891.1304347826087,0.0470962846413679,0.0593950857624629,75.0,67.47456277185165,896.0,60.97560975609756,17.0,6.0,77.27272727272727,27.272727272727277,184.0,52.92876859945398,41.968932609107725,52.89753075834994,3.1407434298724826,635.970353321831,952.4803946845196,0.6676991535689057,40.03714651650555,59.96285348349444,1683.913205818816,95.46245781246536,1.184688277591527,4.443768263775421
826.0869565217391,0.0885272545165824,0.141577485273751,87.20930232558139,73.18097379973625,816.0,60.97560975609756,21.0,15.0,95.45454545454544,68.18181818181819,296.0,116.95531392179431,73.13121025282896,116.84446114032772,6.384932439084111,305.53987325280696,727.8460128972183,0.4197864216314025,29.56687113185995,70.43312886814005,1138.9578998975926,105.57201374756748,0.7040630141055143,4.906121163707826
826.1333333333333,0.1210301566899428,0.1206994952961483,87.20930232558139,73.60122579953457,808.0,59.05511811023622,13.0,10.0,92.85714285714286,71.42857142857143,328.0,99.713876380658,99.98704678011808,99.34479228979264,8.374500949161176,4089.051608395248,4476.275560414893,0.9134941656755924,47.73958458102053,52.26041541897948,8740.206987674685,174.8798188645431,1.6620667705663292,5.150213349327873
884.0,0.0792596329856151,0.1022805790660649,78.125,68.27827063717889,882.0,59.05511811023622,16.0,13.0,94.11764705882354,76.47058823529412,248.0,90.4160318944014,70.06551555928377,89.38018017992881,5.279881258215309,1465.1197643831692,852.7824067332494,1.7180464240527644,63.20886975473575,36.791130245264256,2695.6385739993043,377.7364028828855,1.146051786630782,4.891105619873152
886.4,0.0599801505336248,0.088025312288498,76.53061224489795,67.92111966874751,880.0,60.0,19.0,13.0,79.16666666666667,54.16666666666666,216.0,78.02563681252464,53.16640543300503,78.01922839915811,3.952126069905188,238.02175090726976,796.0442644872301,0.299005672832265,23.018042113729425,76.98195788627058,1036.640514784346,2.5744993898463098,0.8832407763600265,4.652055805253621
857.5384615384615,0.0844375121913167,0.079663559819941,90.36144578313252,70.48764681737569,860.0,60.97560975609756,17.0,12.0,68.0,48.0,320.0,68.31456652866942,72.40841430067684,67.84452815076541,6.330244197193306,1617.9088373663003,620.3004865904497,2.608266271495796,72.28585905924693,27.714140940753047,2890.996738222326,652.7874142655755,1.83684749711186,4.847921507489772
886.1428571428571,0.0834094839715022,0.0805139159695412,81.52173913043478,68.17787094842284,870.0,59.05511811023622,21.0,16.0,77.77777777777777,59.25925925925926,280.0,71.3468315370092,73.91271843931833,71.2581812500272,5.745239699195153,683.6022224082858,436.8423462854906,1.5648716939211968,61.01169495651489,38.98830504348511,1975.0036082557508,854.5590395619744,1.7731831705439345,4.873903470877922
917.6296296296296,0.1062481052395127,0.1004840316033385,86.20689655172414,66.16960172529011,944.0,57.25190839694657,21.0,13.0,80.76923076923077,50.0,352.0,92.20712470386356,97.496409459784,92.20712470386356,7.568031247125017,5521.026289620673,1179.6396257740937,4.680265200482487,82.39518816982245,17.60481183017756,7057.384362806675,356.7184474119089,1.8166078753202728,5.108913478135986
920.8,0.1035142851052088,0.0778425699151532,78.125,65.8272679244005,900.0,52.083333333333336,22.0,12.0,75.86206896551724,41.37931034482759,384.0,71.67743837787309,95.31595372487628,70.90674822690819,6.597972657131355,837.5042399189529,775.3288119033715,1.0801923352531495,51.927522130865626,48.07247786913438,2692.366552734318,1079.5335009119935,2.445143134880136,5.00800937897639
887.1428571428571,0.0678979318398735,0.0854791004207912,78.125,67.94654459930673,888.0,60.483870967741936,20.0,15.0,74.07407407407408,55.55555555555556,224.0,75.8321733733019,60.23516524651636,75.82985792244189,4.720856772893548,469.8127468014523,380.20780101546296,1.235673612026559,55.27075174924414,44.72924825075586,1439.4720525804885,589.4515047635732,1.1960203243045977,4.75689944753664
862.8965517241379,0.0734920716613493,0.0967138038705719,80.64516129032258,69.8994798574362,864.0,60.483870967741936,21.0,17.0,75.0,60.71428571428572,248.0,83.45400786404107,63.41605521564157,83.2772600462835,5.094514373192027,1305.142893000169,505.0193610187545,2.584342292080364,72.10087880810076,27.899121191899244,2114.431502580875,304.26924856195194,1.11207842572697,4.8060725252349386
881.8461538461538,0.0735799234815138,0.0881420524323151,80.64516129032258,68.40308582163647,880.0,60.483870967741936,20.0,11.0,80.0,44.0,248.0,77.72772992954316,64.88617252246726,77.5589169599473,5.063002128845017,2038.6408463200253,372.08472321216993,5.47896949039091,84.56544668896619,15.4345533110338,2856.570796098695,445.8452265664994,1.299094301846941,4.813722903643465
