EAR_mean,EAR_std,blinking_rate,blink_duration,MAR_mean,MAR_std,PUC_mean,PUC_std,MOE_mean,MOE_std,vtilt_mean,vtilt_std,htilt_mean,htilt_std
0.1948411464948991,0.0452168744896871,26.666666666666668,2.1025,0.234742233333729,0.0343263730634496,0.5223548447232134,0.0273576111368254,1.3159059697193316,0.5315481891464673,-0.0541719589561775,0.0051428648336783,-0.0102348748615218,0.0046454900908344
0.2024034677650725,0.0381435543368038,14.666666666666666,3.5045454545454544,0.2280400149808423,0.0212420272863149,0.5319150940537001,0.0240510142510146,1.204263841793877,0.4348274533764792,-0.0571739853608111,0.0035662005976411,-0.0068547636001473,0.0029191329087881
0.184992368091812,0.0414595944423911,20.0,0.358888888888889,0.2447031774687386,0.0235438794675703,0.5098219471556183,0.0289951650516559,1.421684834521059,0.5050971935440779,-0.0534623482905293,0.0094713508344285,-0.0037773647221425,0.0060318692596688
0.1752032949079217,0.0440462607939828,17.333333333333332,0.3282051282051282,0.2322954590776104,0.0248985978647926,0.5082716104494954,0.0287113459003014,1.4318858986240202,0.4972359436803196,-0.0547003635908131,0.0100179969722338,-0.0072875846080757,0.0069127639181098
0.1599010273312157,0.0325979325628467,12.0,0.3685185185185184,0.2350816808118942,0.0182845415597208,0.5040822421288875,0.0180609276204281,1.5517177630266417,0.4296819381686151,-0.0556322815455495,0.0041453451264629,-0.0053211528366362,0.0036997683883649
0.1767636367563869,0.0407546181865094,18.666666666666668,2.3750000000000004,0.2393162773801802,0.0155116249234866,0.5124332851131846,0.0220863379551918,1.4546685751385695,0.4714179166852315,-0.0525782073689279,0.0026191846146492,-0.0060703032463788,0.0026191627542452
0.1652720531581606,0.0440885140191407,6.666666666666667,0.4,0.2470263868743849,0.0158447004701451,0.5082157366335184,0.0209584149829425,1.635404524109977,0.5661295097950165,-0.0536218475833258,0.0041000770858636,-0.0060041610496463,0.0052199413484602
0.1465474814845366,0.0356438460743654,8.0,1.1361111111111108,0.2554674796584555,0.0184349910372846,0.5052482510808025,0.0173668155083622,1.8628642688619577,0.5347219711181381,-0.0503889577325295,0.0040115579171357,-0.0089576330932753,0.0053569193378025
0.1760832214024922,0.0433042945804789,24.0,0.8814814814814815,0.2363900269413468,0.0285832520815951,0.508206448006926,0.0225276933929604,1.4588301717666632,0.5250326824429301,-0.0556317144922083,0.0050637553194617,-0.0018285825379468,0.0016815442921448
0.1853708020227053,0.0404550385630002,22.666666666666668,0.9088235294117648,0.2316956851524142,0.0221325099195684,0.5132675269387312,0.0208032803244035,1.331678131528666,0.4151245955399218,-0.0584649499029748,0.0020414388354293,-0.0013961327627852,0.0011194296278534
0.1786044985795179,0.0359128404005021,12.0,0.975925925925926,0.2450496656230972,0.0136306189434803,0.5148466602060837,0.0185197159045724,1.4500558790201927,0.4122139904778957,-0.0575883814789078,0.0029306592727951,-0.0036597251712723,0.0037882554107859
0.1762506808142249,0.0334256296738512,9.333333333333334,1.0666666666666669,0.2486041226894953,0.0169541301195529,0.5118206577868176,0.0185031250335614,1.4861116400594518,0.4249425777080342,-0.0565310386147487,0.002460320811707,-0.0022511395301531,0.0032554468929927
0.1816335137542707,0.0344058124169766,9.333333333333334,0.8119047619047618,0.2476889917985989,0.0111727944645522,0.5090742876602465,0.0173852810319816,1.431840163147036,0.3820424666350759,-0.0579799427740551,0.0026005935588492,-0.0009181199988557,0.0027396329711441
0.1676368776428313,0.0389226522739727,9.333333333333334,2.0619047619047617,0.2429090516054493,0.0462823505906759,0.5119429881784051,0.0194968546538827,1.5765737422751331,0.6367698334752377,-0.055300227181503,0.0033364954256026,-0.0080166567517099,0.0056344409562711
0.1820150667520453,0.0362775973674229,16.0,0.5902777777777777,0.2248749058691659,0.0457495834668729,0.523813967943485,0.0315869288486668,1.3127705160714889,0.4869231779394983,-0.0517177311972611,0.0033290756354328,-0.0090604610032944,0.0072441737140541
0.2020604389192326,0.04348050074766,21.33333333333333,0.4468749999999999,0.2449889301320374,0.0139241749938453,0.5294957589638175,0.024711396352712,1.296637203533095,0.4172422011605476,-0.057692795826329,0.0063140441851796,-0.0011726925811833,0.003755850892704
0.1777654669305065,0.0449045392456532,30.666666666666668,0.5405797101449274,0.2635339371071711,0.0212106924404552,0.523169340233509,0.0262618808273541,1.635057870888318,0.6571167520897528,-0.0584247858580891,0.0052430925585431,-0.0054749917694263,0.0057209052851964
0.1845727530609017,0.0408485575201348,24.0,5.580555555555556,0.2580316774275325,0.0199020998095558,0.5329789009905609,0.0283603725794493,1.513586671801212,0.5626856197661041,-0.0551073498037401,0.0027622358646836,-0.0104121929524396,0.0024737961086398
0.1815615749083701,0.0418014837321916,24.0,0.5518518518518518,0.2413162836121734,0.0300617079549755,0.5238843586565367,0.0283402038686435,1.4316745878710613,0.4998453408946216,-0.0540662790400286,0.0035621177511172,-0.009272399963466,0.005054290680071
0.1753898455278572,0.0304502291502425,12.0,1.1092592592592592,0.248683585889261,0.0183604839898825,0.5234872483803141,0.0198185288872942,1.481794948497719,0.3996344210672266,-0.0526312622759076,0.0021992026429135,-0.0109420547399807,0.0032304307222762
0.1762511388996209,0.0279694105732269,10.666666666666666,0.6791666666666667,0.2651439690005481,0.0104906114956943,0.5224321747997529,0.0179265009222567,1.55986186149537,0.3682779314341199,-0.0538651816222678,0.0025039156360274,-0.0090085273960397,0.0025893294602627
0.1678535733787861,0.0307892132837265,6.666666666666667,2.083333333333333,0.2615900663702662,0.0103537618999033,0.5213744441397321,0.0201334454279117,1.6360131437081589,0.4403762608466436,-0.0535444294005907,0.0025899552898688,-0.0088808411787505,0.0013314454190956
0.1724077015003428,0.0344643644019699,10.666666666666666,1.2020833333333334,0.2515110860228753,0.0102834684938012,0.5221654091191079,0.0227633087591586,1.545287058057346,0.4518069748721453,-0.0548628969035214,0.0020592615214069,-0.0098091351399542,0.0013205634229986
0.1793526875540298,0.0328484326971225,10.666666666666666,0.9041666666666668,0.2511660942111308,0.0106804093664139,0.5264589464126882,0.0211799003704807,1.4695041327725566,0.3935855402319543,-0.0563705874186146,0.0013752753798797,-0.0107798033932016,0.0009852320017247
