bandPower(){}_0_delta,bandPower(){}_0_theta,bandPower(){}_0_alpha,bandPower(){}_0_beta,bandPower(){}_1_delta,bandPower(){}_1_theta,bandPower(){}_1_alpha,bandPower(){}_1_beta,bandPower(){}_2_delta,bandPower(){}_2_theta,bandPower(){}_2_alpha,bandPower(){}_2_beta,hjorthActivity(){}_0,hjorthActivity(){}_1,hjorthActivity(){}_2,hjorthMobility(){}_0,hjorthMobility(){}_1,hjorthMobility(){}_2,hjorthComplexity(){}_0,hjorthComplexity(){}_1,hjorthComplexity(){}_2,sampEn(){}_0,sampEn(){}_1,sampEn(){}_2,DFA(){}_0,DFA(){}_1,DFA(){}_2,PFD(){}_0,PFD(){}_1,PFD(){}_2,LZC(){}_0,LZC(){}_1,LZC(){}_2,HFD(){}_0,HFD(){}_1,HFD(){}_2,ApEnt0,SaEnt0,Sh_Ent0,fuzzy0,Multiscale0,Sp_ent0,wave_ent0,EEG_mean0,EEG_std0,EEG_kurt0,EEG_var0,EEG_skew0,ApEnt1,SaEnt1,Sh_Ent1,fuzzy1,Multiscale1,Sp_ent1,wave_ent1,EEG_mean1,EEG_std1,EEG_kurt1,EEG_var1,EEG_skew1,ApEnt2,SaEnt2,Sh_Ent2,fuzzy2,Multiscale2,Sp_ent2,wave_ent2,EEG_mean2,EEG_std2,EEG_kurt2,EEG_var2,EEG_skew2
424.7689182734917,109.9896626489142,67.48757845952619,195.7397229519878,592.4488256691133,184.6103577549485,116.68480091478688,249.70661344572736,299.5253792557276,57.62819812643712,35.71160127952901,54.14186098696541,7.5212317712401875,7.532175740342282,3.0021222205512346,0.0956609381197363,0.1504066351155058,0.0949155089944052,7.009545278361298,4.3005265978794345,5.484970232683521,0.185002949807162,0.2538428210024798,0.182187204171861,1.3909451119642848,1.1986002193633651,1.3167146426062126,1.0119281459294638,1.013546338448353,1.005754667268901,0.1456381451979861,0.2184572177969791,0.1488041918327249,1.951041016078276,2.004129490171198,1.976939186472678,0.4313900468868037,0.2566016639214497,11.872674880270608,0.2451903267169905,0.5776247512807784,5.946953271386707,1.385375412535182,163.98698303708642,9105.872819437993,2.424448489735367,82916919.80377962,0.074790024009446,0.3987739403356412,0.2582851568638299,11.872674880270608,0.2288027993050359,0.7227037608325693,5.371416004419756,1.3851963837405816,127.82812945061876,11127.931127783546,0.361230106991754,123830851.18469398,-0.0761403384766851,0.4033119969714587,0.2414162493411561,11.872674880270608,0.2301928944976515,0.5171872200159862,5.789889239159773,1.384413306447874,284.40949949448054,8426.12546721457,1.5044160120893046,70999590.38924195,0.1253542694389803
539.6834935142165,177.9191664753607,113.30083229772364,264.6320759466046,685.7201890009624,281.57580607964104,158.5861741944566,403.20486722302616,550.1246684382562,169.83058759922477,81.56120198321672,139.14349473033397,7.07317110150907,6.09837021483417,2.885429629895252,0.1032058476079609,0.1501911202841944,0.1001290079157377,6.560440998364448,4.602564091773102,4.38650461813206,0.1653450855898501,0.2108256753546736,0.1409509642286122,1.346715023732167,1.2034893091944523,1.3022012077156346,1.0131283251474226,1.0154675332508944,1.0074469391908354,0.1488041918327249,0.2722800105875392,0.1678004716411578,1.914047846454852,1.901868751801321,1.928743273523843,0.4135004255655325,0.2083908465299162,11.872674880270608,0.2400881932896801,0.4699054088101205,5.487011113723876,1.386017607873891,13.196914830880411,8871.71868596574,3.1679231405164927,78707392.44291365,0.4969820075659288,0.3832069879063478,0.2059926963291905,11.872674880270608,0.2250306351770138,0.529172605330113,5.03694667307097,1.3862863655912985,46.89078014979614,10907.602112188037,2.6009709717395992,118975783.83780892,0.1620386711673805,0.4598233497116597,0.2666039420744128,11.872674880270608,0.2674065766702712,0.6038079979861667,6.370496750084722,1.3850588954402854,-101.69866094835896,6149.410501164716,3.329299826362953,37815249.51183488,0.3995671548122638
441.3226459923008,125.4136127801425,98.0650820579178,250.91775576005,403.1477663433817,149.28425792221512,106.3059667710874,301.6115811722517,96.3854672510883,25.91728517266884,15.244541329608817,30.026943123693943,2.9391847222345424,2.2975246164716294,0.7035809704815066,0.1303407892023404,0.1759532576095409,0.0584516306078132,5.565774466894874,4.347462383469919,8.045049047628229,0.1710947470142126,0.2778020669588298,0.1550610403658515,1.3248365897453775,1.1938929230778783,1.4264595912361488,1.0157973516818013,1.01592674462231,1.0078425828202866,0.1488041918327249,0.256449777413845,0.1361400052937696,1.9395780243249885,1.9858733968596551,1.9981011961050692,0.4475178988273449,0.2763728730588481,11.872674880270608,0.2711294616647535,0.7102772490744944,5.87707120648038,1.3856870069536134,-169.54171757908833,5278.713687651501,2.078065523477859,27864818.1961993,-0.0916127918071723,0.4003221927124278,0.244957198513718,11.872674880270608,0.2501392901238973,0.6777540317173627,5.962310165028447,1.3862792724184725,-82.08961371039332,6989.038359929848,1.960728799987696,48846657.19657089,-0.1232256123035884,0.4473133154606445,0.2843346741006105,11.872674880270608,0.2672913814132659,0.6982989804584121,5.908810470458088,1.3862774085159608,-55.934399472729766,4074.5368027481786,1.3795436709301176,16601850.15694935,-0.2428165503577876
284.4083416739579,73.47978016653298,43.8402961629675,126.35816015473358,197.09430332590296,72.25108486090679,49.98901246895476,148.76464738391888,257.30962762743326,34.28498673839123,11.685654801824771,20.480450493499163,1.5045005597228185,1.0800088630386355,1.0645024878115732,0.1154050869923557,0.173319447895605,0.0540462313963592,6.47043763559883,4.4097055256520745,5.927311952673514,0.2044453484467089,0.3354653675780714,0.1096030574597617,1.3432795375261626,1.1955978153763354,1.4261380844683662,1.0162321834735817,1.0173318178800843,1.007310715070126,0.1741325649106355,0.2501176841443674,0.1393060519285084,1.93238214922228,2.0390734886907227,1.9488893370521343,0.4437384374824065,0.3430525801244113,11.872674880270608,0.2991373460389423,0.497689232337857,6.350586506943235,1.3858244013942982,-23.695465084395863,3447.101693316334,7.256717491507381,11882510.084064338,-0.4804352477804931,0.4429375895999978,0.3280370860300822,11.872674880270608,0.2909875839244755,0.5686980756618609,5.719862920891047,1.386276652489292,-21.011305441437344,4569.561317713995,3.3310751652036634,20880890.636348065,-0.0552196742819412,0.3525931362466514,0.2502146419211115,11.872674880270608,0.2320447200263122,0.7138418012159974,5.479625442692773,1.3862377609399046,83.23530267239511,4023.2978040275584,2.0705503194325106,16186925.219892977,-0.2621277213418753
322.1488470815138,93.4866654779048,66.7662369368548,203.36067454433683,216.73303896717368,83.68449887292489,69.09209941031598,260.1717576285198,77.86467571804326,12.641405249462943,6.435318665464288,21.701792427775374,3.245239770788863,0.8648939995951316,0.5067961881105517,0.1200161298017953,0.2709958162350762,0.046608833377375,6.333221904941942,3.136703318011889,11.433174839369205,0.1161356800485309,0.364340317825801,0.1292184624725247,1.3334268204154804,1.1655936834617824,1.4824578168816305,1.0170517482021293,1.018122809422518,1.0092933047354553,0.1456381451979861,0.2881102437612333,0.1234758187548143,2.116966900351122,2.0303052632783936,1.9320665940394808,0.5250782137883836,0.35247642797858,11.872674880270608,0.3239200740112243,0.6493137717550144,6.494347167598309,1.3849907487641766,46.78002373147239,3236.621525307406,5.784229535643977,10475718.89808324,-0.152833146644166,0.3789813259768362,0.2193426813327702,11.872674880270608,0.2525725250872113,0.4244965913643291,5.922800110937379,1.3858510792643517,73.2569569548005,5925.51753168488,11.347227905816323,35111758.01830488,0.1425985740374712,0.4339624038768823,0.2780979705679281,11.872674880270608,0.2656021575153741,0.7684131197148393,5.745515910437469,1.386060655754238,35.79858935955342,3331.197001024655,3.348428558735221,11096873.459635656,0.4646568202369757
434.6632329799667,107.8249017118318,80.87786449954949,194.68571740534816,438.3006631815283,125.20344902829652,87.78775958328973,229.6437265974573,127.05963309592312,28.90344126229081,17.628894391084387,31.363980245563955,4.544435203469556,2.273095792404212,0.4919338435675305,0.1114969753624859,0.1813546478163712,0.0656666324236071,6.549762364452935,4.3823749338183005,7.135561273978346,0.1243537201884917,0.3109989351463932,0.1597781312103928,1.335349881255573,1.225142662336415,1.379256289734048,1.0162321834735817,1.0167712079313207,1.0091831078928415,0.1678004716411578,0.2469516375096286,0.1424720985632472,1.9884823991045035,2.0083696571196894,2.091881644486863,0.5088749129498842,0.3107257915539068,11.872674880270608,0.2870202115907904,0.7437027097441211,5.693701534004339,1.3862298601248215,5.71552878309933,5129.889346239408,1.5265969620833726,26315764.70466058,0.1398404894470868,0.4204342878851346,0.2302259281742677,11.872674880270608,0.2559856833767682,0.4487609896616539,5.901342457852283,1.3862328745947332,-243.9953925784265,7271.808457860067,6.398443441520412,52879198.24780521,-0.1508613377724847,0.496776440247491,0.2980461663808235,11.872674880270608,0.2831934060514471,0.7248807631043992,5.806942086690618,1.3861066600037986,-81.64635354561585,4043.020231340379,1.3119283679927758,16346012.59102761,0.017091404338294
332.76330813814496,90.18519929271548,62.06389030626962,158.52160438005416,216.1199665815611,78.6055858061859,60.31664114643533,179.80491926350436,95.96481528157818,13.192429348061957,7.5120564864814385,16.397705783700005,1.930231673964407,1.3846778522782492,0.7177309550380887,0.0994177376806912,0.1434899725558271,0.0476599988209471,7.25042130172422,5.496406474991925,7.256328338180922,0.1773608503910481,0.3691035148208217,0.1220847403405028,1.356916746369189,1.2858110314780546,1.470462518851447,1.0163495110302616,1.0174250701878376,1.0086678741751376,0.1678004716411578,0.2216232644317179,0.1013134923116425,1.9222493699725784,1.936230471366612,1.901824888208021,0.436022313757062,0.3761877793676168,11.872674880270608,0.2921070315616886,0.4892899118356599,5.23825883323105,1.3862881307796615,-65.75934187459535,3923.382100706156,2.823995720554989,15392927.10814145,0.3899362645183514,0.4648977279199333,0.4011430379433125,11.872674880270608,0.3162560494331484,0.5600090523832585,5.600613409658879,1.3860450025900637,-127.26411772199997,4449.2693296611615,5.773696929405512,19795997.567863483,0.3130684761326211,0.385632899788531,0.3026903435649444,11.872674880270608,0.2660071287110182,0.5817581243980355,4.969529721227208,1.3861429775923937,69.65268066150655,3445.6134738175174,0.9489959221654848,11872252.21095282,-0.0440404848203527
133.4125163835657,42.86230533569288,35.88270117398775,123.82515378981836,109.41790471396686,45.28951049440738,37.70300033074135,145.3072608661238,78.53481930593321,15.038437685567812,5.981492940228646,16.269593458156187,1.0029763495228867,0.2655716971234328,0.2682838490603778,0.102062716452919,0.2593521484445694,0.0581250594227453,8.23274973313206,3.452878698725093,7.524185829651677,0.275687796917679,0.8229592191295517,0.122936382802405,1.3664396408734572,1.1359624666251764,1.433888515889826,1.0177859322510705,1.0183083828172887,1.0126133159535922,0.1962948913538073,0.313438616839144,0.1266418653895531,1.929431854647933,2.025703229362882,2.000340348448586,0.8550266343700064,0.8330626786294695,11.872674880270608,0.583600228800679,0.6340810066730587,5.673862102848966,1.3849192183964405,-65.60626842517688,1708.5626538475142,3.191090575980727,2919186.3421224607,0.5100707326823728,0.6301348901557611,0.6137921606979594,11.872674880270608,0.4367382125759841,0.4018040193820554,4.796723541510382,1.3862322885560392,49.68876814083279,3160.2957276238712,5.014017864380367,9987469.086037694,0.2753050429218982,0.5906158256897309,0.553317361083161,11.872674880270608,0.39860482699341,0.6372146168697184,4.660371653009285,1.3862304776618224,-31.433432157172007,2143.651454862914,2.1033283793098416,4595241.559935886,0.0103072413415708
1357.4382529537224,179.60791647599882,65.48031103634534,148.95378081575916,745.9248483817132,117.64745572611956,53.53288118722431,94.53018190680288,388.5245635180871,92.697460848698,46.38906550486708,54.79867338241665,18.908087057237463,10.237377018698544,6.6244019073954,0.0881062144899592,0.0882164392278324,0.0758209263603175,5.285886110304767,5.637234100940918,5.018810901820237,0.0496191443609848,0.0917228270788498,0.0616663067645572,1.2804847322752564,1.246549155020919,1.3434823241205258,1.0139514007766324,1.0153023785302628,1.0090973480087466,0.2469516375096286,0.3229367567433605,0.1266418653895531,2.008116800522482,2.153386357869903,2.1856667971441777,0.24559265285202,0.0983689335346095,11.872674880270608,0.1974450951301509,0.2023771784537565,5.467203770713554,1.3861459422038216,-57.91500153254057,9670.385715305534,6.510380145440527,93516359.88278534,-0.2881649555748343,0.2353325020479422,0.0874640906874436,11.872674880270608,0.1835127983277235,0.204403636923849,5.395220277129747,1.3861722716468403,-18.0331275835886,13835.451288808348,5.996252993807149,191419712.36498857,-0.2151680313993877,0.2130597504506672,0.0814171407944648,11.872674880270608,0.153350710306234,0.2090264147930974,5.11633709478398,1.3861907744610331,-23.347945577307573,11888.588667504438,3.866497385084087,141338540.50511494,-0.1286955787715558
408.1630668270599,140.86462348466972,90.6968776151106,180.404746553525,456.475320101562,124.65600863973005,73.87506189812464,201.1644430290531,312.7376955368457,91.97875906584888,48.8452645435053,67.80289884989719,8.075567629978565,12.841748578424257,9.314357455914916,0.1162221388502037,0.0948232258840618,0.0686195152233522,4.382748524819144,6.622454210615195,5.627610197647136,0.0847515174351799,0.1475600345119653,0.138538357497417,1.287349367831148,1.3412504071664917,1.417991708699919,1.0132956571543532,1.0156560809555115,1.003220883750185,0.1709665182758967,0.1867967514495908,0.1076455855811201,2.0249841143049543,2.0251443462066323,1.982209974949417,0.2490856260034726,0.127805018206096,11.872674880270608,0.183229788139862,0.3642906414191702,5.138209356585556,1.386285852516986,63.36214475701991,11783.556468041315,5.177665259065872,138852203.03551832,-0.153377024612298,0.2473990041656599,0.125349949425126,11.872674880270608,0.1832411886306682,0.3158037065949164,5.44005506380782,1.3861594363577106,23.97445670693616,12984.810691311362,5.0751932695029485,168605308.68919384,-0.3364212929432589,0.2257435103444223,0.149880590715746,11.872674880270608,0.1549997070391098,0.6623602013703104,5.057204645959513,1.3862245760014045,-80.84766522462117,12224.961733586731,2.253246778150687,149449689.3876599,-0.1157534366864552
