Fri Aug  4 18:16:37 2023||0.967 0.191 0.130 0.996 -0.030 0.140
Fri Aug  4 18:16:37 2023||0.960 0.191 0.137 0.992 -0.031 0.138
Fri Aug  4 18:16:37 2023||0.961 0.197 0.128 0.986 -0.030 0.133
Fri Aug  4 18:16:37 2023||0.962 0.198 0.131 0.990 -0.030 0.136
Fri Aug  4 18:16:37 2023||0.971 0.192 0.113 0.991 -0.025 0.138
Fri Aug  4 18:16:37 2023||0.967 0.202 0.132 0.988 -0.033 0.135
Fri Aug  4 18:16:37 2023||0.974 0.214 0.129 0.991 -0.026 0.136
Fri Aug  4 18:16:37 2023||0.976 0.182 0.123 0.994 -0.030 0.133
Fri Aug  4 18:16:38 2023||1.008 0.154 0.077 0.991 -0.022 0.137
Fri Aug  4 18:16:38 2023||1.015 0.174 0.104 0.987 -0.031 0.133
Fri Aug  4 18:16:38 2023||0.979 0.154 0.112 0.993 -0.027 0.133
Fri Aug  4 18:16:38 2023||0.989 0.124 0.096 0.994 -0.027 0.134
Fri Aug  4 18:16:38 2023||0.967 0.151 0.098 0.993 -0.026 0.130
Fri Aug  4 18:16:38 2023||0.969 0.133 0.092 0.985 -0.027 0.133
Fri Aug  4 18:16:38 2023||0.979 0.155 0.086 0.986 -0.029 0.139
Fri Aug  4 18:16:38 2023||0.989 0.147 0.085 0.990 -0.031 0.130
Fri Aug  4 18:16:38 2023||0.973 0.153 0.101 0.992 -0.028 0.137
Fri Aug  4 18:16:38 2023||0.975 0.167 0.081 0.993 -0.024 0.135
Fri Aug  4 18:16:38 2023||0.969 0.155 0.071 0.988 -0.025 0.133
Fri Aug  4 18:16:38 2023||0.982 0.168 0.085 0.988 -0.029 0.141
Fri Aug  4 18:16:38 2023||0.979 0.164 0.104 0.991 -0.031 0.137
Fri Aug  4 18:16:39 2023||0.983 0.166 0.073 0.986 -0.028 0.134
Fri Aug  4 18:16:39 2023||0.976 0.158 0.080 0.991 -0.028 0.133
Fri Aug  4 18:16:39 2023||0.976 0.155 0.089 0.991 -0.028 0.136
Fri Aug  4 18:16:39 2023||0.983 0.167 0.081 0.989 -0.029 0.134
Fri Aug  4 18:16:39 2023||0.978 0.162 0.083 0.988 -0.027 0.128
Fri Aug  4 18:16:39 2023||0.975 0.163 0.079 0.985 -0.026 0.137
Fri Aug  4 18:16:39 2023||0.979 0.165 0.095 0.994 -0.025 0.137
Fri Aug  4 18:16:39 2023||0.977 0.174 0.096 0.989 -0.031 0.136
Fri Aug  4 18:16:39 2023||0.966 0.167 0.099 0.985 -0.031 0.133
Fri Aug  4 18:16:39 2023||0.968 0.158 0.093 0.989 -0.029 0.134
Fri Aug  4 18:16:39 2023||0.975 0.173 0.092 0.995 -0.025 0.130
Fri Aug  4 18:16:39 2023||0.986 0.185 0.072 0.989 -0.024 0.138
Fri Aug  4 18:16:40 2023||0.970 0.173 0.098 0.984 -0.029 0.130
Fri Aug  4 18:16:40 2023||0.968 0.179 0.098 0.991 -0.025 0.138
Fri Aug  4 18:16:40 2023||0.959 0.181 0.136 0.987 -0.030 0.128
Fri Aug  4 18:16:40 2023||0.977 0.191 0.104 0.986 -0.035 0.136
Fri Aug  4 18:16:40 2023||0.974 0.179 0.101 0.991 -0.030 0.135
Fri Aug  4 18:16:40 2023||0.976 0.191 0.102 0.994 -0.029 0.135
Fri Aug  4 18:16:40 2023||0.975 0.194 0.104 0.987 -0.030 0.137
Fri Aug  4 18:16:40 2023||0.979 0.192 0.085 0.987 -0.029 0.142
Fri Aug  4 18:16:40 2023||0.974 0.184 0.104 0.985 -0.025 0.137
Fri Aug  4 18:16:40 2023||0.995 0.178 0.076 0.991 -0.028 0.135
Fri Aug  4 18:16:40 2023||0.977 0.187 0.098 0.985 -0.029 0.137
Fri Aug  4 18:16:40 2023||0.982 0.198 0.085 0.985 -0.028 0.134
Fri Aug  4 18:16:40 2023||0.967 0.176 0.104 0.993 -0.026 0.135
Fri Aug  4 18:16:41 2023||0.960 0.162 0.121 0.986 -0.022 0.140
Fri Aug  4 18:16:41 2023||0.980 0.163 0.083 0.989 -0.030 0.136
Fri Aug  4 18:16:41 2023||0.974 0.179 0.111 0.996 -0.032 0.131
Fri Aug  4 18:16:41 2023||0.985 0.180 0.094 0.989 -0.025 0.134
Fri Aug  4 18:16:41 2023||0.985 0.179 0.092 0.989 -0.025 0.132
Fri Aug  4 18:16:41 2023||0.969 0.185 0.121 0.993 -0.025 0.135
Fri Aug  4 18:16:41 2023||0.978 0.190 0.100 0.993 -0.031 0.134
Fri Aug  4 18:16:41 2023||0.968 0.176 0.082 0.989 -0.033 0.140
Fri Aug  4 18:16:41 2023||0.979 0.144 0.080 0.987 -0.028 0.135
Fri Aug  4 18:16:41 2023||0.973 0.155 0.112 0.989 -0.026 0.132
Fri Aug  4 18:16:41 2023||0.976 0.170 0.106 0.990 -0.028 0.133
Fri Aug  4 18:16:41 2023||0.972 0.161 0.111 0.988 -0.032 0.135
Fri Aug  4 18:16:41 2023||0.982 0.169 0.097 0.988 -0.032 0.141
Fri Aug  4 18:16:42 2023||0.973 0.163 0.101 0.988 -0.027 0.139
Fri Aug  4 18:16:42 2023||0.974 0.148 0.101 0.992 -0.027 0.135
Fri Aug  4 18:16:42 2023||0.981 0.165 0.099 0.987 -0.032 0.135
Fri Aug  4 18:16:42 2023||0.978 0.160 0.100 0.989 -0.030 0.135
Fri Aug  4 18:16:42 2023||0.959 0.145 0.089 0.993 -0.029 0.136
Fri Aug  4 18:16:42 2023||0.974 0.154 0.097 0.996 -0.028 0.139
Fri Aug  4 18:16:42 2023||0.978 0.169 0.088 0.988 -0.028 0.141
Fri Aug  4 18:16:42 2023||0.974 0.168 0.085 0.989 -0.028 0.135
Fri Aug  4 18:16:42 2023||0.982 0.173 0.100 0.990 -0.030 0.133
Fri Aug  4 18:16:42 2023||0.975 0.169 0.098 0.992 -0.030 0.139
Fri Aug  4 18:16:42 2023||0.982 0.169 0.106 0.992 -0.029 0.139
Fri Aug  4 18:16:42 2023||0.972 0.162 0.097 0.991 -0.027 0.136
Fri Aug  4 18:16:43 2023||0.976 0.166 0.092 0.991 -0.026 0.135
Fri Aug  4 18:16:43 2023||0.978 0.158 0.091 0.989 -0.030 0.141
