VAR,RMS,IEMG,MAV,LOG,WL,ACC,DASDV,ZC,WAMP,MYOP,FR,MNP,TP,MNF,MDF,PKF,WENT
444754.325890661,666.899039991471,1219740.4572452714,216.84274795471487,5.55766532807033,191676.7613626985,34.07586868670196,141.75844952416347,602.0,17.0,0.0490666666666666,inf,305463.1401431368,1250871558.886145,2.1836833839712546,0.9918212890625,0.579833984375,0.9420073562726864
13321.46929668817,115.41876588820642,447383.92616760335,79.53492020757393,5.131846042942863,194674.33178379372,34.60877009489667,52.23295312423264,776.0,0.0,0.0044444444444444,inf,9149.385419051694,37466733.29101669,5.765328535365779,3.0364990234375,1.0833740234375,1.7909633767803523
13529.19033996286,116.31509347729084,464312.57199173246,82.54445724297466,5.347338067863839,175286.60648998068,31.162063375996567,48.73419461814406,581.0,0.0,0.0049777777777777,inf,9292.037789009248,38050894.74599287,5.303870120736677,2.6702880859375,2.3651123046875,1.7366931721499648
2540.7898547959376,50.40659310031048,207179.90230457828,36.83198263192503,3.858554398557961,78502.39845865093,13.95598194820461,23.11803467657289,637.0,0.0,0.0,inf,1745.088186306397,7146136.122924696,6.214530587723512,3.2501220703125,1.220703125,1.7980908382877627
2409.1644769043537,49.0832484212883,199102.4271436163,35.39598704775401,3.754058613025539,72319.94498617118,12.856879108652654,22.106784048273862,604.0,0.0,0.0,inf,1654.646853773831,6775778.866203838,6.3964887640454045,3.2958984375,3.2501220703125,1.87667105025814
2943.069037136493,54.250060734356246,227865.47578248155,40.50941791688561,4.083149844703124,76778.07164128037,13.649434958449843,22.715071099169226,494.0,0.0,0.0,inf,2021.338616425657,8277381.634263065,5.931320184787983,3.2806396484375,3.2806396484375,1.822935459878732
2839.5591635200403,53.287514444158006,225312.64025400535,40.05558048960096,4.091335256987838,78239.64694029556,13.909270567163654,22.582532613640737,521.0,0.0,0.0,inf,1950.2466457526016,7986260.014356904,5.979928295710342,3.173828125,3.0364990234375,1.853454550898444
4632.456695474472,68.06216264746408,276481.30558487854,49.152232103978406,4.375217184192322,88769.74751340726,15.781288446827958,24.775849876842468,536.0,0.0,0.0,inf,3181.6337594525125,13028790.24495804,5.082439326227046,2.8533935546875,2.86865234375,1.6277705752002951
3791.357098966494,61.57400017883752,239300.0509657673,42.54223128280307,3.913752306093083,88319.08095854211,15.701169948185264,24.75125454774657,691.0,0.0,0.0,inf,2603.954378952449,10663193.181810278,5.698903865141806,2.8533935546875,2.6702880859375,1.7758435991151509
3059.651126618317,55.31411606721614,210605.0521636445,37.44089816242569,3.669976752802973,92056.10189380156,16.36552922556472,25.29953731866464,838.0,0.0,0.0,inf,2101.409082265696,8605270.191878023,6.683692313391535,3.4027099609375,2.6092529296875,1.929829608904041
2106.606683571141,45.89779437670384,177832.19128592865,31.614611784165096,3.502362384136263,88640.74904054406,15.758355384985611,24.48158149227988,889.0,0.0,0.0,inf,1446.846216031747,5924835.254650004,7.993686562970549,5.767822265625,1.312255859375,2.077306376797179
1870.8555182389,43.25357475999507,166444.76659475098,29.59018072795573,3.4170551607571413,83710.55179681529,14.881875874989383,23.59928154555109,867.0,0.0,0.0,inf,1284.947017238826,5261858.035592993,8.410541322004908,6.2713623046875,1.312255859375,2.1141363437221097
1900.4127669517984,43.59380968736822,168865.45118292212,30.02052465474171,3.437244206576489,84584.56413455222,15.037255846142616,23.966503676672232,831.0,0.0,0.0,inf,1305.237196023459,5344946.317716065,8.355019612354203,6.34765625,1.2969970703125,2.133199660542581
1443.6670486895769,37.99561926955207,146703.072331594,26.08054619228338,3.239560086330587,80452.68773145917,14.302700041148295,22.135236488496197,984.0,0.0,0.0,inf,991.5295978737568,4060313.7032930334,9.071350732015125,7.1563720703125,1.2664794921875,2.156202559176372
1612.2105074064234,40.15241171827228,157077.796359052,27.92494157494258,3.3306090022035493,80976.802793638,14.39587605220231,22.47164842576277,910.0,0.0,0.0,inf,1107.293964524244,4534368.78472678,8.581180960781294,6.317138671875,4.5166015625,2.13974644861252
2186.826855500779,46.76353578204606,182087.23351969788,32.37106373683518,3.5405618167635518,80706.33081678636,14.347792145206464,22.84591463988189,741.0,0.0,0.0,inf,1501.9431336586115,6150457.132332015,7.473747921594899,4.8065185546875,4.6234130859375,2.061536021398782
1604.3754213790232,40.054670580458826,157574.56793248124,28.01325652133,3.359261300706715,75597.93303620702,13.439632539770136,21.877815933367835,810.0,0.0,0.0,inf,1101.9076019837128,4512311.630123304,8.488295721591944,6.9122314453125,1.5106201171875,2.1326401678400604
1726.8415512628171,41.55529928951703,159612.84246318543,28.37561643789963,3.342939222144039,80926.237706291,14.386886703340622,22.440276480392782,930.0,0.0,0.0,inf,1186.019100622849,4856748.217050566,8.130803076125984,6.04248046875,1.52587890625,2.100875834677524
3652.242678162088,60.43383558946915,217228.1387166957,38.61833577185702,3.696889834727644,107101.99731087088,19.04035507748816,28.31408399192733,969.0,0.0,0.0,inf,2508.415038501172,10271959.5826623,6.645261523610367,5.0201416015625,2.532958984375,1.973176309948529
4453.053400620022,66.73189648858038,252937.35964276743,44.96664171426977,4.02364817025799,116415.04430403028,20.69600787627205,29.4888865089578,930.0,0.0,0.0,inf,3058.523075548585,12524651.994371455,6.093500136378656,4.33349609375,2.50244140625,1.8973566702747369
1967.5978697825644,44.35761928160827,178215.81114049512,31.68281086942136,3.573415942916534,99368.10887600524,17.66544157795649,25.365390849142923,1089.0,0.0,0.0,inf,1351.3727490166978,5533871.407223377,8.188560178902161,5.55419921875,1.617431640625,2.1064336645557167
